predicted forward vel,predicted angular vel
14.578697,-0.0032893457
14.581414,0.009029832
14.688803,0.021260232
14.673413,0.01611857
14.73113,0.012761637
14.78246,0.012616318
14.703338,-0.029506061
14.635905,-0.041788746
14.590488,-0.058301535
14.5097,-0.03959338
14.438152,0.0014883094
14.135595,-0.005289249
14.057982,0.013392687
14.380915,0.010919252
14.349017,-0.03359492
14.33105,-0.034253515
14.127771,-0.026179262
14.143605,0.004025236
14.035298,-0.0009731073
13.99059,-0.010883909
13.738849,-0.006114915
13.706003,-0.012362521
13.549453,-0.0022965819
13.521919,-0.006575953
13.395385,-0.0034707412
13.269986,-0.011492286
13.058945,-0.011598904
12.891469,-0.011780154
12.739295,-0.012410909
12.607021,-0.008690786
12.409924,-0.0011704005
12.176246,0.0061370395
12.091334,-0.005706243
12.08439,-0.00044526905
11.821025,-0.008013371
11.696988,-0.022325333
11.868121,-0.07771595
11.755467,-0.09982829
11.67116,-0.13013598
11.396286,-0.1265602
10.973029,-0.12769736
10.646907,-0.15156554
10.734046,-0.17828892
10.792716,-0.20232128
10.595011,-0.22498833
10.563938,-0.21503656
10.357438,-0.16854337
10.161559,-0.13034768
10.137819,-0.15490313
10.111213,-0.16714787
9.945559,-0.19462729
9.869429,-0.23449264
9.729664,-0.27432188
9.571085,-0.2951755
9.259428,-0.2492768
9.197978,-0.26179212
9.354395,-0.2569187
9.317261,-0.3150353
9.148174,-0.33814645
9.026713,-0.3211001
9.088981,-0.34008023
9.359288,-0.3015274
9.100059,-0.33116168
8.814571,-0.39013907
8.673641,-0.36518338
8.869083,-0.34396866
8.886964,-0.3524259
8.838366,-0.3229829
8.888263,-0.31950006
8.946864,-0.28094143
8.92913,-0.25492713
8.911658,-0.26634678
9.050374,-0.31207508
9.0671625,-0.40560076
9.020466,-0.4374726
8.964425,-0.42548257
8.96401,-0.36471614
8.970877,-0.3621113
9.054272,-0.31002048
9.092617,-0.31154963
9.146256,-0.34855482
9.003433,-0.38508537
9.134781,-0.3185189
9.203838,-0.32488406
9.33455,-0.28841323
9.307046,-0.3303523
9.335612,-0.3643844
9.355689,-0.33807656
9.420929,-0.30005804
9.463186,-0.21259096
9.475251,-0.08190544
9.420672,-0.035089727
9.4800005,-0.030841518
9.564644,-0.031411197
9.637742,-0.06369336
9.82717,-0.059972327
10.16986,-0.04299203
10.254535,-0.05999143
10.052185,-0.0704252
9.852124,-0.06307915
9.701867,-0.039781246
9.570374,-0.033035666
9.691588,-0.057050396
9.6225195,-0.09660138
9.928093,-0.067493886
9.910347,-0.018683366
9.949135,-0.06222671
9.838949,-0.040503245
9.837113,-0.026461486
9.826806,-0.019680198
10.364668,-0.025517434
10.267602,-0.03169728
10.247414,-0.06739554
10.532044,-0.01965728
10.282049,-0.018800125
10.347688,-0.021778148
10.237084,-0.008278467
10.246067,-0.0157593
10.4811735,-0.008644085
10.564778,-0.01079059
10.705902,-0.034975518
10.62721,-0.04756395
10.551939,-0.029981688
10.62831,-0.035803255
10.906357,-0.028511513
11.063926,-0.03603683
10.819209,-0.04623885
11.238767,-0.038633812
11.006015,-0.07652551
11.009751,-0.06926541
11.27299,-0.023721524
11.177552,-0.01691043
11.299126,-0.03743657
11.110609,-0.053195436
11.3130455,-0.059939597
11.212114,-0.029563148
11.320102,-0.030629706
11.480339,-0.04776692
11.317738,-0.055312958
11.435491,-0.061277296
11.321128,-0.060338218
11.33818,-0.039197873
11.493638,-0.07483965
11.60246,-0.08780959
11.596786,-0.07941699
11.772284,-0.064543724
11.743912,-0.079309225
11.897504,-0.08588536
11.922847,-0.05832349
11.964404,-0.05916032
11.880766,-0.03783277
12.023355,-0.02349161
11.852727,-0.04329111
12.136748,-0.05780932
11.928242,-0.059321728
11.944038,-0.0823015
12.294678,-0.06856316
12.080436,-0.063224465
12.154191,-0.06105994
12.148643,-0.039107215
12.124885,-0.06428273
12.161402,-0.0660263
12.246891,-0.06338623
12.150832,-0.086034104
12.126917,-0.11161031
12.2642565,-0.061631378
12.146794,-0.059025686
12.314655,-0.084098965
12.277299,-0.13632923
12.290104,-0.096691504
12.088533,-0.15602116
12.080966,-0.14782001
12.236312,-0.1141382
12.018059,-0.09069273
11.768388,-0.10437128
11.875764,-0.11720893
11.698058,-0.11922991
11.853544,-0.13071373
11.869135,-0.13816921
11.759954,-0.19264758
11.72855,-0.1648397
11.63469,-0.16507848
11.705534,-0.11020793
11.754849,-0.10964894
11.649117,-0.16062383
11.689105,-0.1688961
11.708194,-0.1597207
12.098213,-0.12611346
12.248728,-0.1962514
12.244121,-0.2212181
12.31531,-0.26370424
12.193529,-0.2842616
12.343112,-0.22543405
12.293665,-0.21440771
12.410944,-0.19966404
12.530651,-0.23165815
12.229391,-0.23778357
12.5589285,-0.2393835
12.489646,-0.23691906
12.628464,-0.22713582
