predicted forward vel,predicted angular vel
5.3005686,-0.0013489351
5.3200173,0.002925964
5.2495575,0.0017374661
5.313465,-0.0013556127
5.296582,-0.0023447853
5.272996,-0.0044045094
5.339134,-0.001907371
5.347389,0.0013477542
5.454999,0.0019602384
5.500593,-0.000759311
5.5544233,-0.0078032482
5.43831,-0.0073959865
5.741341,0.00054539554
5.888717,0.011722357
5.99551,0.010533324
5.8711557,-0.0077271927
5.975057,-0.0017323103
6.0706406,-0.005430553
6.9327583,-0.0024904218
7.481226,-0.0065631103
7.2697835,-0.010556569
7.3909254,-0.012409907
7.517005,-0.031245409
7.605267,-0.03455662
8.019302,-0.07436789
8.147929,-0.10868842
8.364389,-0.101259276
8.547298,-0.07665132
8.607899,-0.062408164
8.629886,-0.053044893
8.888771,-0.02041121
9.099762,-0.0043097045
9.177992,-0.0044076815
9.273602,0.009657288
9.303231,0.019433636
9.427672,0.012930606
9.459204,0.016855683
9.677063,0.023765141
9.811539,0.013323872
9.892628,0.0028472804
9.970803,0.009464294
10.017933,0.018631848
10.063065,0.027444668
10.27151,0.008372058
10.234892,-0.008590518
10.420458,-0.0136433
10.373932,-0.020340884
10.533047,-0.01974914
10.484449,-0.016694615
10.457013,-0.012189815
10.353543,-0.0017477404
10.396718,0.0040952507
10.462044,0.0012613563
10.434687,-0.0031700376
10.3829,-0.0042211134
10.671961,-0.004633937
10.669258,-0.0050637517
10.620668,-0.004069673
10.643486,-0.0050557237
10.584476,-0.011510169
10.5567875,-0.014922993
10.560549,-0.009077078
10.711687,-0.019633511
10.434839,-0.0113900155
10.536783,-0.0067060683
10.548314,-0.008104317
10.667768,-0.0038075726
10.672491,0.00035490654
10.4133835,-0.009516178
10.286524,-0.012949109
10.341883,-0.016425712
10.287771,-0.016547145
10.396531,-0.011633942
10.575914,-0.014446791
10.599426,-0.0137906205
10.554081,-0.008371053
10.521229,-0.0075919386
10.479525,-0.0133171175
10.479334,-0.009874167
10.485896,-0.006576566
10.36641,-0.014771132
10.32959,-0.012940954
10.279179,-0.009045629
10.272598,-0.008352967
10.377738,-0.0013496205
10.341431,0.0034106392
10.235184,0.0041841026
10.21879,-0.0005175676
10.031712,-0.003865527
10.085812,-0.0052343216
10.056952,-0.004999524
9.767477,-0.009998975
9.536362,-0.012335118
9.16155,-0.010226611
8.896164,-0.011135971
8.577625,-0.010435501
8.216161,-0.0111348145
8.089024,-0.0075913165
7.787636,-0.006892603
7.4351974,-0.0068881307
7.1692896,-0.007385602
7.068612,-0.007749185
6.9880643,-0.0052162223
6.7239423,-0.001289729
6.762884,-0.0011072941
6.2174554,0.0052288724
5.6872787,0.0063379966
5.341407,0.0030899718
5.185533,0.0008773999
4.992912,-0.05708602
4.9363847,-0.088651076
4.9188113,-0.104663186
4.84262,-0.11173816
4.513794,-0.11321379
3.9884913,-0.104314595
3.8084166,-0.08757587
3.8695667,-0.06369868
3.8383842,-0.037175275
3.7830746,-0.0027428735
3.7177336,0.014851332
3.5894523,0.027377382
3.566665,0.021747276
3.2984781,-0.09745948
2.8777623,-0.19964892
3.1628358,-0.23107743
3.3195198,-0.30271316
3.714812,-0.2828324
3.4008517,-0.3792712
3.634162,-0.3649322
3.6382904,-0.33618897
3.4479923,-0.42776895
3.4774773,-0.4844867
3.3059485,-0.34421837
3.543263,-0.30108815
3.690675,-0.24107204
3.5481067,-0.30943948
3.3929029,-0.386924
3.3950386,-0.460136
3.5436172,-0.50081325
3.6035402,-0.53951335
3.2791576,-0.481339
3.716133,-0.53575814
4.006417,-0.53698313
4.0636983,-0.51744056
4.5403824,-0.5642448
4.582421,-0.47643924
4.6235037,-0.47889262
4.8766184,-0.3628395
5.0980287,-0.36651054
4.7895613,-0.3713814
4.8909893,-0.35943705
4.9395247,-0.33253393
4.97517,-0.2477016
5.19464,-0.2483698
5.137101,-0.23875387
5.4590173,-0.22281124
5.9724236,-0.12153131
6.1200876,-0.07867275
6.3602915,-0.10681251
6.3078227,-0.07160495
6.986784,-0.01048395
6.99662,-0.0043152273
6.652389,-0.026865074
7.252549,-0.025680566
7.144148,-0.020404426
