predicted forward vel,predicted angular vel
1.980902,-0.19739978
1.5363309,-0.17470452
1.5000343,-0.1405831
1.5229301,-0.12287849
1.6373742,-0.13200775
1.6541083,-0.3196795
1.7712061,-0.45500535
1.9756236,-0.56236744
2.009727,-0.6018694
2.1810286,-0.65256083
2.2814555,-0.6312981
2.3648162,-0.57929534
2.6656995,-0.47357747
2.9182005,-0.4874462
3.0991952,-0.49263597
3.3763351,-0.57017213
3.621371,-0.6704693
3.5754814,-0.71927947
3.813992,-0.5764203
4.201162,-0.4993044
4.319239,-0.5077103
4.534334,-0.44486654
4.658557,-0.3562172
4.8189387,-0.32639563
5.0960145,-0.26210147
5.216282,-0.28708047
5.3530703,-0.3030993
5.599726,-0.33237797
5.8742466,-0.32855836
6.3466167,-0.29077914
6.707432,-0.25049633
6.7726,-0.24816172
6.873003,-0.23945002
6.9938145,-0.23684211
7.124666,-0.24631472
7.191189,-0.23772343
7.3259583,-0.22916193
7.5082006,-0.2484514
7.487924,-0.23756929
7.596811,-0.21391343
7.624933,-0.20389064
7.773053,-0.18886423
7.830467,-0.20650004
7.781978,-0.22897486
7.6952686,-0.2531544
7.9742064,-0.26410243
8.285568,-0.28104204
8.566509,-0.25868577
8.652042,-0.25354066
8.648118,-0.22891602
8.477623,-0.19344722
8.3595295,-0.15461138
8.416798,-0.11533691
8.515345,-0.08676586
8.426987,-0.025267279
8.23579,0.0029961597
8.251124,0.021196434
7.931356,-0.014535038
8.007046,-0.08887046
8.126764,-0.15538774
7.914048,-0.13249665
8.0722885,-0.135318
7.991773,-0.14573772
7.9584174,-0.121612206
8.015511,-0.0989404
7.8884187,-0.041898303
7.82311,-0.03666933
7.8665905,-0.013176732
7.8741326,-0.0025882777
7.722829,-0.01468786
7.6930084,-0.021056829
7.9507647,-0.035894386
8.199768,-0.024725026
8.289605,0.003310889
8.332283,0.03832809
8.481398,0.034038313
8.511803,0.03378407
8.500006,0.044484414
8.709488,0.032749288
8.97201,0.033886693
9.095388,0.030174596
9.151054,0.026674183
9.353459,0.031983536
9.493532,0.028627014
9.820678,0.035195112
9.853779,0.035811305
9.970424,0.034086943
9.951586,0.029804707
9.953474,0.024781248
9.964794,0.028696045
9.93845,0.024971921
10.001027,0.02739574
9.886629,0.024843022
9.698145,0.029092401
9.52644,0.0358598
9.359059,0.03182315
9.372978,0.021210037
9.216496,0.04349225
9.405766,0.04946073
9.583538,0.04866427
9.675421,0.044005398
9.660263,0.04161092
9.6601925,0.054788686
9.616475,0.049174942
9.525621,0.04953131
9.457223,0.053505555
9.328085,0.04232475
9.449458,0.00058242027
9.574526,-0.03554272
9.427433,-0.031602137
9.268576,-0.022989599
9.059826,-0.01831867
9.139799,-0.007369442
9.149109,-0.0006243549
9.139479,0.0036390554
9.14082,0.0019768141
9.140232,-0.0012115091
9.217873,-0.00069482997
9.1412525,-0.009277716
9.155702,0.00018620864
