predicted forward vel,predicted angular vel
4.7027907,0.029056888
4.497372,0.06349406
4.364574,0.07246237
4.2513433,0.07508955
4.4073763,0.058421813
4.3209243,0.059657946
4.4863567,0.06861709
4.4658885,0.09695469
4.5369263,0.098471835
4.7038817,0.085453
4.878113,0.0681761
4.943742,0.06736898
4.9556737,0.06051235
5.0761194,0.045846425
5.18372,0.038262874
5.2742176,0.026626602
5.3812647,0.022330016
5.469571,0.040819813
5.585039,0.02304806
5.5998154,0.035890926
5.610921,0.03865987
5.7377543,0.039897382
5.5680737,0.042115457
5.799928,0.042958792
5.922884,0.040914375
5.996941,0.04142275
6.175673,0.034481697
6.3362365,0.04165619
6.485529,0.048495576
6.614765,0.043075576
6.631814,0.035119154
6.897504,0.03110503
7.0752277,0.024157504
7.3750105,0.017354704
7.521165,0.008197879
7.7126207,-0.0025457274
7.747046,0.0060344376
7.5681133,0.022248872
7.7018642,0.017781576
7.7477293,0.014659891
8.023186,0.029220853
8.08779,0.03627777
7.9752555,0.04610831
7.772715,0.031134222
7.858807,0.04129117
7.8738656,0.06445867
7.810447,0.060380317
7.433035,0.043309987
7.342222,0.015709879
7.5904465,-0.021423535
7.6770945,-0.04892277
7.7688646,-0.055435613
7.4696503,-0.060619533
7.2723656,-0.084979266
7.2988496,-0.09018973
7.4988527,-0.07338818
7.49674,-0.011007519
7.369727,0.009226734
7.0961113,-0.01097081
7.0756016,-0.013043029
6.76135,-0.005638445
6.3273087,0.02432975
5.8359165,0.030000223
5.895592,0.05878351
6.20707,0.017993925
5.986514,-0.103207156
5.8313956,-0.09384719
5.7798233,-0.06979473
5.753664,-0.010658992
5.794954,-0.08238204
5.5591884,-0.08793299
5.422772,-0.042525902
5.187597,-0.037728176
5.4685645,0.019516723
4.9501896,0.012192594
4.465646,0.010967301
4.820292,-0.08640158
4.579243,-0.24507399
4.6483445,-0.23067804
4.6418204,-0.23160756
4.4201856,-0.31163996
4.3242064,-0.3139323
4.370248,-0.29932553
4.2887673,-0.3188186
4.03363,-0.34221777
3.9063401,-0.36558026
3.841519,-0.4151814
3.730231,-0.3872317
3.618559,-0.38932836
3.545119,-0.3827559
3.5405738,-0.3848943
3.3129172,-0.38907143
3.5298476,-0.3934122
3.4305987,-0.45839596
3.3911717,-0.3912604
3.587839,-0.35039645
3.6446881,-0.3069893
3.9139678,-0.2608385
4.0465403,-0.2269592
4.215571,-0.2785043
4.2377653,-0.30213425
4.455118,-0.37200445
4.6689496,-0.37097076
4.3281865,-0.3098552
4.1326356,-0.27528307
4.5473847,-0.29691765
4.8483725,-0.28312075
5.154646,-0.20817678
5.541499,-0.17151284
5.6902227,-0.23607083
5.7467537,-0.18233792
5.965376,-0.21846588
6.1522746,-0.22925848
6.0946817,-0.13032134
6.292478,-0.123272374
6.9804144,-0.09810563
7.3581405,-0.07555371
7.556451,-0.04866959
7.475052,-0.029105084
7.4364715,-0.004452748
7.497628,0.011951562
7.5291624,0.018427553
7.568623,0.033530347
7.549797,0.038675345
7.601089,0.026842784
7.5953207,0.020134127
7.4893103,0.023317771
7.540078,0.019838715
7.790093,0.021919478
7.608612,0.03378456
7.612713,0.047158662
7.6971235,0.06001532
7.7471337,0.030007567
7.846735,0.014845833
7.6960044,0.01756584
7.704114,0.011171911
7.8228073,-0.007952254
8.0936775,0.0072826575
8.119061,0.00346612
8.069373,0.0144454185
8.067787,0.021616986
8.042607,0.01036768
8.30088,0.005065838
8.49114,0.0017194226
8.4068775,0.010219276
8.603275,-0.0029594135
8.534486,-0.0027292687
8.773218,-0.00018402003
8.911297,-0.021238254
9.041051,-0.02866702
9.117732,-0.0264789
9.158915,-0.017590446
9.654779,-0.004667163
9.765532,0.01883073
9.970012,0.05998139
9.97909,0.06926158
10.008322,0.08806394
10.013012,0.08752863
10.182379,0.12847187
10.073858,0.14599924
10.314478,0.13272822
10.325134,0.17199846
10.468475,0.1458505
10.405134,0.079440534
10.546984,0.107413076
10.6217,0.078776255
10.764743,0.07245679
10.456003,0.026514174
10.478865,-0.024919217
10.355206,-0.0014877152
10.518343,-0.011599695
10.678995,0.0014941841
10.693771,0.011754351
10.532778,0.014840929
10.739453,-0.020941256
10.511345,0.024270767
10.484672,0.03286639
10.279404,0.04873272
10.154659,0.04911463
10.1324215,0.025809726
10.511187,0.015198866
10.619749,0.015615335
10.8591,0.021333782
10.762131,0.013836304
10.70693,0.016185747
10.695988,0.020551266
10.571323,0.00856402
10.479097,0.011295488
10.57182,0.02643481
10.5764065,0.007287478
10.533159,0.020594375
10.47113,0.020503076
10.627459,-0.003917372
10.445393,-0.026621865
10.465103,-0.020015275
10.536306,-0.040557675
10.5476885,-0.032719426
10.365729,-0.030294305
10.567472,-0.113168105
10.397287,-0.08295179
10.407286,-0.07328743
10.344713,-0.031974085
10.533529,-0.04100141
10.423069,-0.0074556004
10.503048,-0.009386376
10.464428,-0.0026252698
10.30284,-0.018450378
10.085608,-0.0065813754
10.089388,-0.007411396
9.985672,-0.0255975
