predicted forward vel,predicted angular vel
1.7263873,0.04388326
1.6299107,0.052305844
1.5957196,0.041266166
1.3661227,0.04717158
1.1474226,0.10301291
1.195903,0.23114137
1.07322,0.28496742
1.0553236,0.29947186
1.138562,0.31935298
1.0570426,0.34149432
1.272984,0.28423333
1.0277907,0.28552604
1.0420346,0.26958263
1.225275,0.24981375
1.3345286,0.2603048
1.3380833,0.28459233
1.3182514,0.30562848
1.3281394,0.31746387
1.4115827,0.35735714
1.4242857,0.35109138
1.5035892,0.31488627
1.6333406,0.34319776
1.6588383,0.35901237
1.5092027,0.42466176
1.384304,0.44387114
1.4086795,0.5104986
1.3935261,0.5851269
1.8840435,0.60114616
2.4799106,0.57251066
2.6495996,0.5636423
2.5224524,0.60536605
2.4060338,0.7080511
2.6331496,0.6532488
2.7812295,0.63380694
3.0038583,0.5366945
3.2250857,0.4415291
3.2726436,0.38267165
3.3085794,0.36367434
3.5946133,0.3511771
3.8600209,0.19501565
4.1314964,0.11362314
4.5166397,-0.06833837
4.81013,-0.055731863
4.9934664,0.020802006
5.243945,0.042607963
5.221244,0.01189895
5.6817293,-0.0064799637
5.5079536,-0.011534557
5.86341,-0.017300192
6.5647244,-0.010614522
6.8735123,-0.029663872
6.8683877,-0.020910993
7.007329,-0.017616477
6.9966283,-0.026861463
6.9086995,-0.032033578
6.9753723,-0.026806507
6.77838,-0.0223715
6.894734,-0.022274166
7.236929,-0.020749677
7.369029,-0.023380999
7.2846456,-0.018455934
7.5838947,-0.021307617
7.799475,-0.01896952
7.845031,-0.021193001
8.678322,-0.02147939
8.697805,-0.02276519
8.140062,-0.013438016
8.385109,-0.019502979
7.8521743,-0.014449939
8.0179,-0.023131438
8.283845,-0.028642014
8.377345,-0.037861176
8.256123,-0.037620045
8.011364,-0.04283674
7.9156833,-0.03828629
7.996708,-0.027896319
8.243627,-0.01663246
8.500389,-0.011375219
8.442181,-0.00745441
8.325018,-0.015375324
8.230502,-0.026930168
8.04301,-0.036609758
8.04266,-0.04274068
8.048663,-0.037447855
8.041186,-0.032691594
8.015106,-0.03413182
8.083206,-0.033574235
8.012635,-0.0052147973
8.015846,-0.025343172
7.7937922,-0.023835354
8.170341,-0.025773764
7.7728214,-0.017680462
7.7774634,-0.0034701414
7.8656445,0.0043074433
