predicted_x,predicted_y,predicted_theta
-0.015178452,2.359973,1.5745591
-0.019096361,3.47197,1.5746838
-0.023226475,4.5619097,1.574124
-0.02662583,5.6270657,1.5732588
-0.029145109,6.6849847,1.5721679
-0.03080941,7.741011,1.5713296
-0.03174946,8.800042,1.5712745
-0.03242284,9.849012,1.5718383
-0.033529475,10.893977,1.5724894
-0.035164613,11.932678,1.5728716
-0.037242625,12.967654,1.5729129
-0.039456546,14.002274,1.5728687
-0.04151403,15.043208,1.5727344
-0.04350144,16.090996,1.5725834
-0.045238324,17.150867,1.572339
-0.046849955,18.21075,1.5720675
-0.048111193,19.268576,1.5716213
-0.049044814,20.323204,1.5711522
-0.049624283,21.376665,1.5710344
-0.0497013,22.429836,1.5708243
-0.049721144,23.49042,1.5704858
-0.049361367,24.564568,1.5702798
-0.048923954,25.623753,1.5702729
-0.04855861,26.671568,1.570433
-0.048279125,27.721294,1.5708213
-0.048277494,28.773073,1.5712473
-0.048800964,29.79849,1.5716856
-0.04968363,30.824293,1.5721128
-0.05109829,31.838562,1.5726352
-0.05299644,32.857258,1.5732769
-0.055873755,33.87817,1.574512
-0.059783462,34.90108,1.5762726
-0.06546833,35.93188,1.578283
-0.073171124,36.966892,1.5804415
-0.083164684,38.004086,1.5826732
-0.09529066,39.05126,1.5845609
-0.109557964,40.103207,1.5860835
-0.12550752,41.152805,1.5873268
-0.1427805,42.198845,1.5883876
-0.1606281,43.239994,1.5886173
-0.17870232,44.27285,1.5878053
-0.19612718,45.307884,1.58636
-0.21193798,46.34615,1.5841653
-0.2257101,47.381927,1.5814788
-0.23659371,48.414173,1.578518
-0.24441652,49.436993,1.575404
-0.2490827,50.44987,1.5724322
-0.25084507,51.46282,1.5697792
-0.2497152,52.47263,1.5671192
-0.24578458,53.477867,1.5640689
-0.23911647,54.48791,1.5609609
-0.22891232,55.499958,1.5574794
-0.21534105,56.50419,1.553481
-0.1983275,57.514168,1.550089
-0.17728361,58.534874,1.5471277
-0.15322562,59.55632,1.5442878
-0.12633297,60.579865,1.5419421
-0.097038634,61.604366,1.5402832
-0.06595613,62.624783,1.5390314
-0.033588525,63.6456,1.5379722
-0.00014420199,64.66322,1.5369434
0.034224145,65.677055,1.5358344
0.06945734,66.68444,1.5347015
0.10513687,67.67346,1.5336641
0.14106123,68.64409,1.5329207
0.17690285,69.59063,1.5324032
0.21263036,70.52112,1.5319101
0.24826735,71.4405,1.5315561
0.28422743,72.36147,1.5316021
0.32000595,73.27957,1.5322539
0.35493413,74.1887,1.5332791
0.38878536,75.08553,1.5339518
0.4218821,75.98276,1.5342878
0.4546342,76.881256,1.5347297
0.48732504,77.78991,1.5354608
0.5195441,78.70097,1.536309
0.5507894,79.60892,1.5372837
0.5809098,80.50583,1.538288
0.6100982,81.39565,1.5388546
0.6387072,82.28843,1.5389903
0.66730654,83.194916,1.5393957
0.6958676,84.10607,1.5400892
0.7239343,85.02369,1.5410199
0.7515542,85.9528,1.5420262
0.7784831,86.89546,1.5431571
0.8046285,87.8433,1.5443347
0.8297231,88.79479,1.5456324
0.85375637,89.75402,1.5470343
0.8764676,90.72021,1.5486867
0.8978244,91.69051,1.550584
0.9173422,92.66466,1.5528023
0.9348573,93.63699,1.5551062
0.95015854,94.610664,1.5573949
0.96308506,95.58772,1.5598533
0.97385716,96.568855,1.5622872
0.9822589,97.54794,1.5645287
0.98847795,98.525986,1.5665956
0.9926132,99.50601,1.568507
0.99476504,100.490685,1.5704775
-0.26618317,121.44506,1.5905869
-0.28744224,122.51989,1.594048
-0.3115424,123.56222,1.5974789
-0.3388683,124.5962,1.6004571
-0.36932063,125.63207,1.602742
-0.40226015,126.66205,1.6047791
-0.43745303,127.69789,1.6068331
-0.4752906,128.74304,1.6090695
-0.5154561,129.78996,1.6115319
-0.5581665,130.83615,1.6141648
-0.6031709,131.87802,1.6165727
-0.65079147,132.91986,1.6186612
-0.7008527,133.96985,1.6202359
-0.75385267,135.0366,1.6217109
-0.80851597,136.11113,1.6230187
-0.8648787,137.19432,1.6237578
-0.92234945,138.28033,1.6240683
-0.9802312,139.36208,1.6245804
-1.038706,140.44742,1.6253458
-1.0979737,141.53429,1.6260452
-1.1580008,142.62045,1.62662
-1.2186645,143.70435,1.6272799
-1.2801303,144.78941,1.6281674
-1.3425121,145.87416,1.6292874
-1.4061366,146.96211,1.6303765
-1.4713851,148.05928,1.631166
-1.5383912,149.17061,1.6316799
-1.6071066,150.29971,1.632051
-1.676395,151.43124,1.6322465
-1.7459866,152.55959,1.6325897
-1.8159584,153.6889,1.633218
-1.8863475,154.81352,1.6340615
-1.95747,155.93272,1.635274
-2.0294192,157.0463,1.6367004
