predicted_x,predicted_y,predicted_theta
-0.004892828,0.13778728,1.5712445
-0.0048797727,0.13474268,1.5505354
-0.0051332517,0.12105988,1.5282052
-0.005926226,0.10201405,1.5082625
-0.006875045,0.08712512,1.4915783
-0.006983514,0.086111695,1.4785198
-0.0057624956,0.099568695,1.4690261
-0.0032100335,0.12478376,1.4623927
0.00075944484,0.16173384,1.4600878
0.0061532385,0.2106901,1.4630877
0.01196622,0.26492658,1.4701823
0.017503295,0.32003412,1.479707
0.022578249,0.37621358,1.4918225
0.027216295,0.4348111,1.505747
0.03172203,0.5037697,1.5212064
0.036189213,0.5912522,1.5368598
0.040154956,0.70670414,1.5543184
0.042457387,0.8506593,1.5765293
0.04137817,1.0224411,1.6045122
0.034724586,1.2201889,1.6367489
0.019981025,1.4423381,1.6728157
-0.0051127737,1.6910938,1.7101355
-0.04325539,1.9619837,1.7494062
-0.091881074,2.2316422,1.7888107
-0.14862745,2.4888835,1.8254616
-0.2114445,2.731508,1.857904
-0.28269675,2.975333,1.8852023
-0.3645982,3.228848,1.9077145
-0.45599613,3.4897523,1.9291178
-0.5576638,3.7611802,1.9515316
-0.6744185,4.0550766,1.9710623
-0.80246437,4.357214,1.9893895
-0.9359444,4.656319,2.0101569
-1.0763874,4.9536133,2.035223
-1.2231189,5.2458386,2.0635169
-1.3795402,5.537582,2.092089
-1.5511765,5.8374767,2.1186955
-1.7436669,6.1554255,2.139554
-1.9574946,6.4915857,2.154371
-2.1883447,6.8419228,2.166114
-2.4323342,7.2026153,2.1763885
-2.689402,7.5742126,2.185786
-2.9591982,7.95653,2.194305
-3.2390451,8.345945,2.20186
-3.525364,8.738024,2.2085395
-3.8166332,9.131283,2.2145035
-4.108716,9.520664,2.2199526
-4.4046583,9.910866,2.224838
-4.7057476,10.303735,2.2292402
-5.010575,10.698039,2.2329583
-5.3241262,11.100544,2.2357833
-5.6472244,11.512653,2.2381456
-5.9769115,11.931154,2.2402802
-6.3254194,12.372209,2.2410717
-6.6948814,12.839079,2.2396317
-7.080243,13.326899,2.2369046
-7.462833,13.814236,2.233082
-7.839142,14.296826,2.2286806
-8.21462,14.782557,2.2245557
-8.593377,15.275937,2.2221913
-8.977257,15.779593,2.2205627
-9.364983,16.28964,2.2191026
-9.7546835,16.803705,2.218414
-10.153153,17.330223,2.2184172
-10.560555,17.868864,2.2185094
-10.977323,18.419876,2.218271
-11.409786,18.991583,2.2181067
-11.850499,19.57414,2.2186682
-12.292239,20.15745,2.2200575
-12.728488,20.7328,2.2209206
-13.169155,21.312492,2.2210455
-13.616379,21.900139,2.2214503
-14.066355,22.491241,2.2221293
-14.513856,23.078337,2.222727
-14.960135,23.663023,2.2233312
-15.411094,24.253347,2.2236357
-15.866465,24.848698,2.2239041
-16.305767,25.42302,2.2241075
-16.737316,25.986862,2.2242308
-17.158194,26.536375,2.2246225
-17.569092,27.07242,2.2254887
-17.971714,27.596455,2.2271917
-18.379824,28.12643,2.229035
-18.79997,28.669703,2.2308738
-19.230951,29.22516,2.2325444
-19.671926,29.791418,2.2339494
-20.115269,30.358759,2.2355719
-20.56732,30.935768,2.2370515
-21.014896,31.504961,2.23845
-21.464983,32.076157,2.239488
-21.905752,32.633587,2.2407854
-22.341415,33.183624,2.2423055
-22.77724,33.73233,2.2432952
-23.209108,34.274643,2.2440205
-23.639614,34.814175,2.2451668
-24.069149,35.351116,2.247134
-24.502096,35.89101,2.2487614
-24.941088,36.437096,2.2485769
-25.377832,36.980766,2.245879
-25.807463,37.51791,2.2414618
-26.230148,38.05063,2.2367542
-26.652136,38.58727,2.2327688
-27.06844,39.12177,2.2288208
-27.478027,39.651432,2.2250473
-27.888813,40.18695,2.2216096
-28.292364,40.716732,2.2185571
-28.689072,41.240795,2.2159867
-29.07127,41.748436,2.21391
-29.434359,42.23255,2.2126274
-29.787483,42.704796,2.2121046
-30.139046,43.175514,2.2121105
-30.480148,43.63196,2.2130272
-30.809004,44.071285,2.2149198
-31.133825,44.503696,2.21735
-31.463171,44.940002,2.2200115
-31.796278,45.37903,2.222515
-32.1234,45.807682,2.2250328
-32.4505,46.23384,2.2283013
-32.771244,46.651356,2.2280145
-33.08412,47.057716,2.2234118
-33.3859,47.455086,2.2127032
-33.673794,47.84132,2.1965306
-33.93987,48.211807,2.1745899
-34.187023,48.57211,2.1455252
-34.41558,48.927395,2.1088352
-34.625767,49.281147,2.0654144
-34.820297,49.64224,2.0184076
-35.00157,50.01934,1.9707304
-35.166107,50.40797,1.9245536
-35.311802,50.80241,1.8796068
-35.438507,51.201073,1.8329967
-35.549103,51.610485,1.7871193
-35.644855,52.0384,1.7494367
-35.725636,52.482708,1.7185341
-35.7892,52.91859,1.684986
-35.836063,53.33208,1.6472673
-35.867294,53.73792,1.6089894
-35.88118,54.139175,1.565357
-35.87889,54.5503,1.5154485
-35.855083,54.971104,1.4623605
-35.80979,55.397648,1.411553
-35.740192,55.840054,1.3693861
-35.648537,56.290676,1.3326676
-35.537014,56.755417,1.3004456
-35.406372,57.230366,1.2743565
-35.257618,57.72006,1.2525091
-35.09288,58.223972,1.2358624
-34.916245,58.734596,1.2250798
-34.733093,59.244923,1.2184385
-34.543022,59.76278,1.2139204
-34.345898,60.2919,1.2103708
-34.143314,60.829536,1.2072022
-33.937878,61.369865,1.2045714
-33.730087,61.912106,1.2026612
-33.518665,62.460022,1.2008363
-33.306606,63.006844,1.198949
-33.09224,63.55651,1.1970439
-32.87182,64.11848,1.1951374
-32.646103,64.69102,1.1935565
-32.413105,65.27891,1.1921091
-32.171352,65.886604,1.1909318
-31.920788,66.513626,1.1895608
-31.661455,67.160095,1.1876812
-31.397879,67.813774,1.1854265
-31.131838,68.46935,1.1828123
-30.863312,69.12619,1.1799126
-30.589403,69.79176,1.1776829
-30.314379,70.456116,1.1769663
-30.04161,71.11348,1.1776484
-29.770313,71.769196,1.1801796
-29.503843,72.41956,1.1863246
-29.239834,73.07349,1.1954505
-28.98242,73.727684,1.2060273
-28.732716,74.377144,1.2133846
-28.491722,75.01935,1.2159305
-28.25922,75.64537,1.2156605
-28.034584,76.250175,1.2137638
-27.813185,76.84342,1.2110586
-27.58745,77.44352,1.2080886
-27.355633,78.054695,1.2054639
-27.114824,78.684074,1.2028587
-26.862524,79.33855,1.1999675
-26.60914,79.9899,1.1966774
-26.356258,80.63302,1.1925948
-26.100191,81.276276,1.1869426
-25.839893,81.92046,1.180352
-25.581362,82.548904,1.174002
-25.320028,83.17393,1.1691489
-25.052408,83.804474,1.16541
-24.781342,84.436455,1.1621817
-24.50611,85.07291,1.159798
-24.227852,85.7113,1.1575351
-23.94614,86.353004,1.1543796
-23.661348,86.99705,1.1505493
-23.372677,87.64302,1.1464701
-23.079222,88.292946,1.1421996
-22.779976,88.948135,1.137668
-22.477734,89.60152,1.1325202
-22.173813,90.25013,1.1277729
-21.86913,90.891884,1.1233544
-21.563906,91.527405,1.1188064
-21.252922,92.168365,1.1144015
-20.935871,92.81696,1.1122243
-20.610096,93.47712,1.1109262
-20.279203,94.14512,1.1085448
-19.942139,94.822136,1.105705
-19.598467,95.50759,1.102797
-19.248714,96.199974,1.0997972
-18.900625,96.88309,1.0965359
-18.552328,97.56181,1.0936383
-18.201353,98.24086,1.091105
-17.848864,98.9187,1.0889355
-17.498354,99.58838,1.0864785
-17.15239,100.24562,1.0835478
-16.8069,100.89762,1.0805417
-16.461456,101.54478,1.077511
-16.112722,102.19365,1.074638
-15.766303,102.83369,1.0720385
-15.435563,103.44008,1.0692244
-15.111593,104.03088,1.0669127
-14.786201,104.62146,1.0653048
-14.462202,105.20737,1.06462
-14.131677,105.803856,1.064525
-13.798384,106.40514,1.0646765
-13.46504,107.006325,1.0646889
-13.141423,107.58997,1.0643162
-12.824285,108.16125,1.0633206
-12.513809,108.719734,1.0621812
-12.200721,109.28164,1.0615473
-11.881169,109.854385,1.0617561
-11.560338,110.42861,1.0615925
-11.238293,111.00506,1.0605023
-10.916143,111.58218,1.0610657
-10.593154,112.15883,1.0614885
-10.272379,112.73234,1.0599297
-9.953744,113.300125,1.0568006
-9.637846,113.85937,1.0528307
-9.321692,114.41356,1.0479271
-8.999763,114.97231,1.0427511
-8.682369,115.51648,1.0379075
-8.363317,116.058044,1.0339887
-8.041389,116.59904,1.030606
-7.719426,117.13597,1.027351
-7.397747,117.66815,1.0237863
-7.0774846,118.19444,1.0205597
-6.7569766,118.717636,1.0186927
-6.4377403,119.236786,1.0187538
-6.1149716,119.76087,1.0196967
-5.7852154,120.29673,1.0197686
-5.452041,120.83862,1.0188798
-5.117709,121.38143,1.0175252
-4.7859797,121.917755,1.0149703
-4.450913,122.45707,1.0115554
-4.1098003,123.00213,1.0080913
-3.7649436,123.5481,1.003591
-3.4189615,124.09109,0.99823356
-3.0688727,124.63344,0.9916785
-2.7115767,125.179436,0.9837809
-2.3495307,125.723206,0.9748311
-1.9840109,126.26241,0.96590054
-1.6173282,126.79254,0.95699245
-1.2504387,127.31309,0.9478076
-0.8824239,127.82528,0.93858266
-0.51957446,128.31999,0.92872703
-0.15670754,128.80482,0.9178131
0.21210817,129.2876,0.9074103
0.58602864,129.76585,0.8973446
0.9660851,130.24236,0.88732404
1.352768,130.71729,0.8775862
1.7405515,131.1843,0.86849093
2.1274521,131.64177,0.86040586
2.5035918,132.07945,0.8539452
2.8719172,132.50264,0.8495774
3.242818,132.92503,0.84705824
3.6291413,133.3627,0.84591264
4.038301,133.8247,0.84514856
4.4532204,134.29276,0.8448861
4.867241,134.75972,0.8459223
5.278004,135.22414,0.8486982
5.681809,135.68285,0.8526182
6.073169,136.13084,0.8569334
6.457726,136.57495,0.86162406
6.8377504,137.01819,0.86713284
7.222097,137.4692,0.86970377
7.5845428,137.89944,0.8714623
7.9214106,138.29953,0.8729783
8.239911,138.67844,0.8719444
8.550157,139.04703,0.86836237
8.853914,139.40509,0.86216915
9.153187,139.75365,0.8534607
9.449976,140.09344,0.842921
9.747066,140.42703,0.8322509
10.0399685,140.74773,0.81959325
10.319097,141.04584,0.80352557
10.586334,141.32257,0.7855651
10.844452,141.58061,0.7671255
11.095093,141.8222,0.74897367
11.343221,142.05263,0.73025316
11.593169,142.27638,0.7107069
11.8370075,142.48679,0.6938778
12.063899,142.67589,0.6818284
12.278357,142.84976,0.6710738
12.489466,143.01695,0.65774167
12.704512,143.1827,0.64063585
12.924422,143.34663,0.62176704
13.143477,143.50337,0.6018968
13.356961,143.64952,0.5790575
13.558231,143.7805,0.55175066
13.744472,143.89494,0.52221733
13.914186,143.99263,0.4939416
14.072831,144.07802,0.4670111
14.229239,144.15704,0.44171122
14.391519,144.234,0.41880175
14.559052,144.30858,0.39688304
14.731429,144.38104,0.376599
14.910605,144.45212,0.35900947
15.096143,144.52194,0.34389585
15.284817,144.58975,0.3316911
15.479878,144.65724,0.32299805
15.6856985,144.72643,0.3178917
15.898144,144.7965,0.31532705
16.112057,144.86644,0.3147364
16.326878,144.93651,0.31598684
16.548084,145.00897,0.31875837
16.779432,145.08565,0.3242855
17.019058,145.16641,0.33253938
17.266373,145.25208,0.34331116
17.523182,145.34409,0.35633075
17.788473,145.4431,0.37183362
18.0609,145.54955,0.38962415
18.33848,145.66391,0.41035232
18.61486,145.78503,0.436813
18.886534,145.91296,0.47154194
19.157932,146.0518,0.5122906
19.426931,146.20354,0.5566449
19.695555,146.37048,0.60216784
19.962694,146.55438,0.64883745
20.239344,146.76338,0.6954806
20.517124,146.99399,0.7365831
20.795807,147.24586,0.7739419
21.096422,147.53818,0.8084581
21.414543,147.86836,0.835022
21.739973,148.22775,0.8585275
22.072916,148.61201,0.8804334
22.410078,149.01794,0.8972237
22.753176,149.44598,0.90890276
23.111576,149.90387,0.9160682
23.481567,150.3847,0.92004883
23.862425,150.88344,0.9209971
24.252989,151.39696,0.92011046
24.650194,151.91858,0.9187353
25.055593,152.44962,0.9173606
25.471235,152.99202,0.9154351
25.8966,153.54533,0.9131352
26.332033,154.10904,0.91081494
26.773113,154.6773,0.9084126
27.221066,155.25145,0.9057131
27.671082,155.82515,0.9027497
28.121025,156.39532,0.8996423
28.56915,156.9595,0.89630246
29.013824,157.51575,0.8929894
29.45733,158.06667,0.8897737
29.903765,158.61731,0.8861498
30.352415,159.16672,0.88203114
30.809742,159.72182,0.87712955
31.280943,160.28867,0.87202483
31.762392,160.86221,0.8677505
32.254677,161.44348,0.8644503
32.756145,162.03125,0.8615067
33.26825,162.62776,0.85836965
33.78886,163.23038,0.85496384
34.31337,163.83362,0.8516903
34.83868,164.4337,0.84864503
35.36729,165.03397,0.84586793
35.900993,165.63626,0.84296834
36.43277,166.23344,0.8404049
36.97478,166.8388,0.83834755
37.5183,167.44293,0.83618987
38.06117,168.04369,0.83350796
38.60254,168.6395,0.8301815
39.149986,169.23766,0.8256835
39.70168,169.83543,0.82027364
40.250534,170.42366,0.8142676
40.80626,171.01208,0.8074753
41.35823,171.58894,0.8004376
41.90526,172.15274,0.7937399
42.451725,172.70853,0.7875008
43.00103,173.25977,0.78089094
43.5537,173.80748,0.77396715
44.106262,174.34761,0.7672311
44.65773,174.87932,0.76055956
45.22015,175.41455,0.75386304
45.786377,175.94623,0.74724835
46.358543,176.47653,0.74101734
46.92804,176.99777,0.7353309
47.4995,177.51476,0.73002476
48.0674,178.02306,0.72498935
48.64339,178.53355,0.72027075
49.225815,179.0447,0.7157245
49.8126,179.55513,0.7115006
50.39734,180.05946,0.707895
50.977554,180.55605,0.7046402
51.560116,181.05145,0.7015532
52.148067,181.54819,0.6984088
52.734577,182.04077,0.6954863
53.323826,182.53275,0.6930374
53.92114,183.02902,0.6911044
54.519924,183.5245,0.68967307
55.119835,184.0192,0.6882274
55.72018,184.51285,0.68659544
56.32459,185.00816,0.6848014
56.926716,185.49982,0.68284094
57.523327,185.98508,0.6808017
58.11578,186.46489,0.6786219
58.706623,186.94116,0.67607486
59.298244,187.4156,0.67308116
59.893497,187.89027,0.6700665
60.496307,188.36757,0.6665507
61.102097,188.84396,0.6624271
61.707745,189.31633,0.6581149
62.31269,189.78394,0.6536844
62.920567,190.24959,0.64916396
63.535515,190.71623,0.64457226
64.14929,191.17766,0.64009
64.752785,191.62698,0.6355767
65.34899,192.06697,0.6312518
65.94469,192.5023,0.6268296
66.54004,192.93336,0.62201244
67.13539,193.36006,0.6167879
67.721954,193.77605,0.6115479
68.297585,194.18028,0.60747176
68.868324,194.57709,0.6041693
69.431625,194.96632,0.60167706
69.990326,195.34988,0.59954596
70.54374,195.7284,0.5978494
71.09091,196.10126,0.5969377
71.627556,196.46677,0.59785646
72.16271,196.8318,0.60093224
72.694046,197.1967,0.6061521
73.220856,197.5627,0.61387575
73.71328,197.91028,0.62319255
74.18202,198.24844,0.6352752
74.630936,198.57935,0.6483422
75.065636,198.9089,0.66151613
75.487976,199.23773,0.67478865
75.90204,199.56874,0.68734396
76.30299,199.89748,0.6982875
76.68448,200.21725,0.7072698
77.04166,200.52202,0.7139497
77.38141,200.81583,0.7182659
77.70041,201.09439,0.72091836
78.01168,201.36766,0.7226836
78.31956,201.63898,0.7234029
78.62436,201.90858,0.72528875
78.92041,202.1718,0.73045707
79.20983,202.43175,0.7396166
79.50485,202.70128,0.75144273
79.78901,202.96692,0.76417446
80.046425,203.21445,0.77923334
80.27623,203.44194,0.7969295
80.48377,203.65523,0.81823003
80.68878,203.87468,0.8440591
80.89645,204.10866,0.87302375
81.10481,204.35596,0.89943266
81.314354,204.61893,0.9210142
81.52632,204.8976,0.9405631
81.75426,205.20963,0.9594364
81.990395,205.54861,0.9827218
82.21699,205.88963,1.0124253
82.42285,206.22064,1.0468752
82.607376,206.54022,1.0838988
82.77385,206.85526,1.1222245
82.92859,207.17616,1.1605115
83.076584,207.51622,1.1983467
83.217316,207.87497,1.2342491
83.3492,208.24893,1.2647549
83.4701,208.62866,1.2887198
83.57528,208.99045,1.3077402
83.66742,209.33212,1.3243926
83.75049,209.66199,1.339763
83.82322,209.97046,1.3533826
83.890564,210.27165,1.3625165
83.95723,210.58427,1.36568
84.02435,210.90567,1.3652303
84.09286,211.23389,1.3633198
84.16244,211.56462,1.3612736
84.23187,211.89139,1.3596793
84.30274,212.22258,1.3588138
84.37609,212.5635,1.3580061
84.45545,212.93044,1.3563247
84.54426,213.33759,1.3525196
84.6368,213.75491,1.3475562
84.7319,214.17343,1.342439
84.83104,214.59995,1.336486
84.934875,215.03487,1.3299599
85.045876,215.48642,1.3220469
85.166855,215.9636,1.3129842
85.29874,216.46498,1.3039095
85.4437,216.99767,1.296072
85.60129,217.55617,1.2875671
85.77009,218.1364,1.2777632
85.95013,218.73355,1.267437
86.13716,219.33118,1.257104
86.333336,219.9372,1.2476687
86.54218,220.56137,1.2385167
86.75814,221.1881,1.2299668
86.98026,221.81352,1.2212296
87.205475,222.43175,1.2124388
87.43733,223.05266,1.2055922
87.68337,223.69637,1.1991994
87.9391,224.35306,1.1924307
88.201805,225.01526,1.1867894
88.46911,225.67639,1.1814252
88.743164,226.34439,1.1757323
89.02272,227.0136,1.1686343
89.30791,227.68242,1.1592294
89.60271,228.3568,1.1475759
89.90831,229.03426,1.1338167
90.2316,229.72713,1.1191598
90.557304,230.398,1.1045077
90.89429,231.06842,1.0910119
91.24529,231.7437,1.078176
91.609886,232.42302,1.0655074
91.98571,233.10248,1.0527334
92.37202,233.77986,1.0395144
92.759926,234.4393,1.0255996
93.15559,235.09035,1.0098878
93.55754,235.72945,0.99242073
93.96008,236.34575,0.9745223
94.37311,236.9543,0.9564487
94.80193,237.56285,0.9389744
95.23116,238.15005,0.9235456
95.67359,238.73666,0.910588
96.12474,239.31807,0.89943683
96.58683,239.90007,0.8890253
97.05817,240.4813,0.8794531
97.531555,241.05307,0.87017626
98.00959,241.62045,0.8616692
98.49803,242.18973,0.85347885
98.99692,242.76053,0.8432211
99.5108,243.33617,0.8291077
100.04338,243.91702,0.81211317
100.585396,244.48859,0.7940746
101.13545,245.04852,0.776432
101.69165,245.59521,0.75980824
102.24225,246.11879,0.74514455
102.79265,246.62709,0.7324592
103.35306,247.13094,0.7200176
103.91615,247.62407,0.7061896
104.48048,248.10535,0.6917106
105.03109,248.561,0.6773627
105.57877,249.00186,0.6639243
106.11748,249.42375,0.65221506
106.65627,249.8359,0.642727
107.22144,250.26003,0.635258
107.815094,250.69762,0.62804925
108.4105,251.13063,0.621838
108.98854,251.54501,0.61713004
109.59258,251.97324,0.61156124
110.178024,252.3841,0.60606056
110.77387,252.79727,0.6017694
111.39311,253.22292,0.5977247
112.04221,253.66524,0.5941967
112.70952,254.11678,0.59171987
113.38775,254.57294,0.5903516
114.08408,255.03952,0.58900553
114.80224,255.51964,0.5877157
115.53405,256.00662,0.5853955
116.27514,256.49774,0.5819798
117.028175,256.99292,0.57767123
117.78439,257.48624,0.5734359
118.544365,257.97675,0.56912816
119.29955,258.45853,0.56264085
120.054214,258.93414,0.55460954
120.811455,259.40366,0.54704434
121.53591,259.84387,0.5394711
122.21748,260.25092,0.5320014
122.886086,260.64417,0.52491194
123.55477,261.03177,0.518324
124.21943,261.41043,0.5117387
124.89742,261.79138,0.5047974
125.588234,262.1731,0.49697304
126.283844,262.5505,0.48906365
126.987335,262.92554,0.48251426
127.69793,263.2984,0.47750434
128.43521,263.68005,0.47231257
129.19661,264.06937,0.46623498
129.93733,264.44138,0.45921367
130.67638,264.80673,0.45355693
131.43326,265.1759,0.4472619
132.19304,265.5404,0.44042692
132.95825,265.90143,0.43430027
133.74223,266.26587,0.42936796
134.52063,266.62228,0.4249392
135.29877,266.9743,0.42072663
136.0684,267.3179,0.41544598
136.82115,267.64966,0.40958872
137.5649,267.97232,0.40393847
138.3082,268.2902,0.3985716
139.06696,268.61035,0.39409575
139.83101,268.9282,0.38994208
140.59503,269.24213,0.385896
141.35544,269.55084,0.38153413
142.1062,269.85187,0.37702334
142.8497,270.1457,0.37195745
143.57121,270.42703,0.36700776
144.29599,270.70605,0.3636078
145.03447,270.98743,0.36065826
145.76352,271.2617,0.35666057
146.48067,271.52927,0.35309467
147.16986,271.78305,0.35036725
147.84215,272.02856,0.34780103
148.51515,272.2725,0.3449155
149.20068,272.51813,0.3403099
149.8987,272.7646,0.33301356
150.58008,272.99878,0.3217571
151.23535,273.2158,0.30626097
151.869,273.41565,0.28894514
