predicted_x,predicted_y,predicted_theta
-0.047699705,1.2385315,1.5744013
-0.047676396,1.2203608,1.5771573
-0.047030576,1.1247681,1.5813701
-0.04595985,1.0204352,1.5854161
-0.044451635,0.91494447,1.588701
-0.042509243,0.8048081,1.5912539
-0.04046029,0.7039658,1.593437
-0.038751446,0.6285769,1.5962617
-0.037870836,0.59421676,1.5996189
-0.039156884,0.63953644,1.6050692
-0.04173186,0.7140409,1.6121219
-0.0442367,0.7743749,1.6186091
-0.04731256,0.8394013,1.6249157
-0.052779026,0.94277704,1.6310024
-0.06358902,1.1268759,1.6366343
-0.08245563,1.419851,1.6423234
-0.107270256,1.7702534,1.6479876
-0.13453871,2.1217668,1.6536436
-0.16048512,2.428953,1.659663
-0.18423305,2.6911416,1.6655629
-0.20916873,2.953907,1.6714741
-0.23829935,3.2446916,1.6775192
-0.2715227,3.558219,1.6824981
-0.30610535,3.86805,1.6858201
-0.34193012,4.1786003,1.6882759
-0.3804749,4.5059953,1.6904639
-0.42033538,4.838151,1.6921532
-0.45521688,5.123157,1.6938213
-0.49188274,5.418916,1.6964464
-0.5377448,5.781841,1.6998212
-0.5917089,6.195195,1.705017
-0.6551365,6.665068,1.7114592
-0.7277099,7.177575,1.718406
-0.8134822,7.755834,1.7256976
-0.90773714,8.361062,1.732527
-0.99759257,8.914439,1.7372597
-1.0843109,9.431905,1.7401187
-1.172374,9.950033,1.7410408
-1.2604758,10.46377,1.740628
-1.3428103,10.94196,1.740665
-1.4229836,11.411126,1.740101
-1.5128703,11.9352255,1.7401179
-1.6015402,12.4531975,1.7412487
-1.6811653,12.91341,1.743344
-1.7646334,13.391989,1.746009
-1.8466386,13.851507,1.750762
-1.9344288,14.332078,1.7577366
-2.029531,14.831773,1.7676597
-2.1315484,15.341209,1.7800494
-2.2337105,15.819462,1.7939267
-2.347266,16.322056,1.80771
-2.4775283,16.865011,1.820413
-2.6100638,17.384594,1.8318932
-2.7460065,17.895927,1.8412029
-2.8827925,18.390793,1.8481845
-3.0184996,18.86758,1.8541461
-3.148554,19.31517,1.8588403
-3.2745035,19.739609,1.8634357
-3.3915195,20.125574,1.870069
-3.5012155,20.479555,1.878607
-3.595011,20.772589,1.8882412
-3.6838858,21.043217,1.8972967
-3.7868316,21.347431,1.9072375
-3.9030902,21.680197,1.9179842
-4.028704,22.027554,1.9288819
-4.157964,22.373293,1.9392358
-4.2849975,22.702696,1.9483174
-4.4192157,23.041948,1.956258
-4.558421,23.386274,1.9621173
-4.7161694,23.76936,1.966998
-4.893986,24.195375,1.9713056
-5.0807643,24.637041,1.9748725
-5.266939,25.073055,1.9773221
-5.4533362,25.506758,1.9784068
-5.6183367,25.892044,1.9747037
-5.7732983,26.257095,1.9651406
-5.915759,26.603079,1.948611
-6.0539722,26.954813,1.9233569
-6.183326,27.309261,1.8910857
-6.300384,27.662231,1.8562858
-6.404784,28.017101,1.8225534
-6.500495,28.384483,1.7939181
-6.570356,28.696823,1.7689453
-6.6132317,28.918386,1.7399573
-6.6406207,29.081095,1.707714
-6.6581306,29.206718,1.6794033
-6.6679416,29.29808,1.6547871
-6.6711807,29.340864,1.6302965
-6.6700873,29.326931,1.6025766
-6.668313,29.274147,1.574925
-6.6680064,29.208813,1.550096
-6.669245,29.147917,1.5262302
-6.672008,29.085596,1.5033395
-6.6769514,29.014032,1.4754844
-6.688247,28.899908,1.4395946
-6.7043676,28.780617,1.3974501
-6.723478,28.671297,1.3541752
-6.7475014,28.56171,1.3124557
-6.7733083,28.463793,1.2728603
-6.7923517,28.402779,1.2356448
-6.7807136,28.438448,1.203488
-6.7377033,28.551085,1.1767963
-6.6703606,28.714987,1.1556121
-6.576033,28.93061,1.1438738
-6.460324,29.185553,1.136841
-6.328257,29.47291,1.1381346
-6.198105,29.756357,1.1454563
-6.0735855,30.025444,1.1422136
-5.95513,30.28439,1.1319811
-5.832881,30.542625,1.115896
-5.70296,30.811867,1.105308
-5.563644,31.087576,1.0974863
-5.416522,31.374088,1.0853939
-5.260939,31.667772,1.070771
-5.101162,31.958366,1.0489738
-4.9297986,32.253586,1.0178269
-4.7541804,32.535347,0.97506124
-4.574794,32.798237,0.92253363
-4.380713,33.054794,0.8665332
-4.1658516,33.308414,0.8123809
-3.9331048,33.554585,0.7610677
-3.697982,33.77796,0.71138424
-3.4642358,33.979687,0.66353124
-3.215936,34.1758,0.6242295
-2.9488406,34.369522,0.59598976
-2.6717603,34.55664,0.5678132
-2.39496,34.73339,0.5386277
-2.1135554,34.90167,0.51043814
-1.8376095,35.055843,0.4820629
-1.5585696,35.20198,0.45329416
-1.2662678,35.34457,0.42514586
-0.9589559,35.48419,0.39935437
-0.6386516,35.619984,0.37790135
-0.29945984,35.75455,0.35792387
0.04295641,35.881702,0.33416182
0.39085495,36.002254,0.30575857
0.7752959,36.123356,0.27484688
1.2040445,36.244038,0.24293478
1.652995,36.354904,0.20869303
2.110769,36.453083,0.17782734
2.547694,36.532246,0.15515414
2.9608264,36.597412,0.13823347
3.3581827,36.652893,0.12492622
3.7348711,36.700417,0.11421394
4.09102,36.741337,0.10541487
4.430261,36.77743,0.098504126
4.7285204,36.80709,0.0945392
4.964964,36.82897,0.09064678
5.15345,36.84603,0.08705667
5.36931,36.86451,0.07959151
5.646322,36.88628,0.063431576
5.944188,36.90458,0.040782962
6.247702,36.916664,0.013156307
6.571203,36.920864,-0.017631516
6.932635,36.914795,-0.049084365
7.3321114,36.896175,-0.07533786
7.7616363,36.86482,-0.09286027
8.210724,36.8239,-0.10298371
8.678087,36.776146,-0.10840303
9.155273,36.7238,-0.11360292
9.642699,36.66821,-0.11930244
10.125143,36.6103,-0.12481754
10.5950775,36.55124,-0.13125952
11.062057,36.489334,-0.13917747
11.530134,36.423866,-0.14725438
12.007808,36.353333,-0.15410542
12.49249,36.278046,-0.16024925
12.9791975,36.199608,-0.16556424
13.449968,36.12113,-0.16990866
13.891912,36.04612,-0.17254911
14.292574,35.97632,-0.17607325
14.651253,35.91223,-0.183874
14.999268,35.84805,-0.19249924
15.353112,35.77868,-0.20209512
15.652527,35.716167,-0.21760947
15.960298,35.648872,-0.23490451
16.290752,35.570377,-0.24577668
16.640026,35.483078,-0.25212738
16.99174,35.392754,-0.2555066
17.33077,35.30411,-0.25845787
17.594475,35.235294,-0.25804925
17.826286,35.174057,-0.25573808
18.081612,35.107033,-0.25523415
18.356045,35.03542,-0.2562571
18.575293,34.977814,-0.25751638
18.766092,34.927578,-0.2579503
18.978943,34.871254,-0.25979316
19.232664,34.803356,-0.26558176
19.522263,34.723442,-0.27917078
19.818556,34.637684,-0.2999659
20.09425,34.55217,-0.3249022
20.33617,34.470142,-0.35594338
20.552631,34.38967,-0.3928581
20.75793,34.304947,-0.42738703
20.949503,34.217525,-0.4600707
21.125874,34.13052,-0.49347737
21.289131,34.04245,-0.52578264
21.423346,33.964684,-0.5662547
21.522379,33.901684,-0.61460155
21.591328,33.85322,-0.6648256
21.636614,33.817696,-0.71873486
21.692099,33.769043,-0.78214943
21.779781,33.681896,-0.8505672
21.915165,33.52721,-0.9013096
22.092049,33.303135,-0.93860644
22.300425,33.019417,-0.9580725
22.520153,32.707832,-0.964336
22.727564,32.411373,-0.9620805
22.927877,32.12371,-0.9586411
23.148525,31.809595,-0.9521329
23.390512,31.469797,-0.9419178
23.634485,31.137032,-0.9250346
23.883207,30.806326,-0.90671253
24.140873,30.478186,-0.8860665
24.405952,30.15395,-0.8632168
24.680607,29.833958,-0.8368659
24.956816,29.528534,-0.80800736
25.232035,29.241499,-0.776899
25.502453,28.975687,-0.74566966
25.75616,28.741684,-0.7160258
25.986898,28.540876,-0.68894005
26.20662,28.359472,-0.66526234
26.432425,28.18171,-0.6450759
26.676914,27.996534,-0.63040864
26.953032,27.79272,-0.6263201
27.25029,27.576746,-0.6297418
27.57049,27.34146,-0.6414475
27.937757,27.065485,-0.6614871
28.330029,26.759184,-0.6856543
28.723434,26.438433,-0.7084594
29.11116,26.106455,-0.728825
29.494558,25.764185,-0.74884814
29.854872,25.429525,-0.7674715
30.186708,25.109795,-0.78322273
30.468845,24.82759,-0.79854316
30.729532,24.560785,-0.8113308
31.000782,24.274488,-0.8255579
31.27683,23.97505,-0.84229994
31.553617,23.6643,-0.86126405
31.84222,23.328325,-0.8822038
32.151287,22.953806,-0.903178
32.452385,22.571426,-0.9242461
32.753723,22.172657,-0.9453808
33.04392,21.771994,-0.9636522
33.3362,21.35476,-0.9745431
33.623173,20.933323,-0.9793187
33.922333,20.489685,-0.98012674
34.22528,20.038126,-0.97876763
34.549335,19.555437,-0.9781033
34.889904,19.049232,-0.9775665
35.21039,18.57432,-0.9770389
35.498882,18.147312,-0.9768379
35.76033,17.760452,-0.9770004
36.02223,17.371874,-0.9784567
36.257435,17.022844,-0.9798024
36.46132,16.720058,-0.97986704
36.6326,16.464544,-0.98061234
