predicted forward vel,predicted angular vel
12.655191,-0.049444832
12.58942,-0.06436574
12.29307,-0.10318023
12.469826,-0.12804535
12.565593,-0.157603
12.649126,-0.16455476
12.699815,-0.173877
12.780795,-0.14659
12.7357435,-0.12877274
12.793357,-0.11639616
12.99274,-0.10590011
12.98114,-0.082687125
13.297072,-0.059126176
13.35213,-0.08587317
13.185926,-0.05786466
12.748931,-0.016772412
12.6349,0.0025125574
12.468425,-0.0003626477
12.700059,0.0059571955
12.603891,0.00063968264
12.636649,0.00684713
13.070286,0.0014496613
13.054383,0.0018173158
13.001483,0.0021330267
12.95564,-0.003626395
12.847858,-0.005843347
12.787571,-0.006737277
12.61789,-0.0058535356
12.603929,-0.0037449095
12.539432,-0.0008555148
12.507978,0.0044579823
12.592098,0.008349983
12.792712,0.009412458
13.027557,0.007967228
13.298684,0.020024939
13.421338,0.013967125
13.536741,0.011683488
13.462076,0.011647528
13.361842,0.012584953
13.362378,0.015676962
13.236482,0.014887037
13.208068,0.015652316
13.054106,0.025259228
13.233924,0.019024542
13.361879,0.017340923
13.372778,0.015741764
13.145796,0.0012081843
13.19884,0.010338912
13.2537775,0.016639533
13.283867,0.032629542
13.328922,0.040047742
13.256636,0.043392308
13.218593,0.05040829
13.191288,0.051969796
13.150204,0.055154435
13.161998,0.058966875
13.220898,0.060193643
13.123004,0.05693434
13.172225,0.060033657
13.239667,0.056673013
13.13589,0.05161351
13.1968155,0.047882132
13.172361,0.055343784
13.122283,0.050742768
13.170404,0.04613486
13.124536,0.04666718
13.059373,0.04082226
12.9490795,0.041515544
12.877435,0.036475785
12.766759,0.037993178
12.752725,0.041015074
12.646948,0.031594366
12.563417,0.032953046
12.627516,0.031566247
12.550435,0.030089295
12.612529,0.031946667
12.620745,0.033340514
12.648221,0.03395193
12.563391,0.027952382
12.574257,0.034011334
12.588882,0.03744044
12.595597,0.038755044
12.430047,0.04485792
12.485212,0.04092402
12.470616,0.040124252
12.565436,0.04138083
12.581835,0.038400315
12.672089,0.03506752
12.703283,0.036096573
12.762277,0.039606795
12.650239,0.033220604
12.72989,0.024980498
12.757345,0.022538694
12.747721,0.025211958
12.836733,0.026749367
12.724716,0.024779947
12.812643,0.02920922
12.849883,0.028027235
13.021224,0.03604304
13.065816,0.047794797
13.078394,0.051803567
13.048551,0.048542574
